GO	Genes
GO:0020037	Glyma.17G246500
GO:0016705	Glyma.17G246500
GO:0005506	Glyma.17G246500
GO:0006412	Glyma.17G247300
GO:0005840	Glyma.17G247300
GO:0003735	Glyma.17G247300
GO:0055085	Glyma.17G247400
GO:0016020	Glyma.17G247400
GO:0015297	Glyma.17G247400
GO:0015238	Glyma.17G247400
GO:0006855	Glyma.17G247400
GO:0005515	Glyma.17G247500
GO:0008270	Glyma.17G247700
GO:0006468	Glyma.17G247800
GO:0004672	Glyma.17G247800
GO:0016757	Glyma.17G247900
GO:0046983	Glyma.17G248000
GO:0006950	Glyma.17G248100
GO:0016746	Glyma.17G248200
GO:0008152	Glyma.17G248200
GO:0016020	Glyma.17G248400
GO:0007155	Glyma.17G248400
GO:0006508	Glyma.17G248400
GO:0004222	Glyma.17G248400
GO:0016559	Glyma.17G249000
GO:0005779	Glyma.17G249000
GO:0003824	Glyma.17G249100
GO:0055114	Glyma.17G249400
GO:0020037	Glyma.17G249400
GO:0016705	Glyma.17G249400
GO:0005506	Glyma.17G249400
GO:0005515	Glyma.17G249900
GO:0010181	Glyma.17G250400
GO:0051536	Glyma.17G250400
GO:0003824	Glyma.17G250400
GO:0008168	Glyma.17G250500
GO:0005515	Glyma.17G250800
GO:0006468	Glyma.17G250800
GO:0004672	Glyma.17G250800
GO:0005737	Glyma.17G250900
GO:0016747	Glyma.17G251000
GO:0008610	Glyma.17G251000
GO:0016020	Glyma.17G251000
GO:0006633	Glyma.17G251000
GO:0055085	Glyma.17G251100
GO:0016021	Glyma.17G251100
GO:0005515	Glyma.17G251500
GO:0019773	Glyma.17G252100
GO:0006511	Glyma.17G252100
GO:0004175	Glyma.17G252100
GO:0051603	Glyma.17G252100
GO:0005839	Glyma.17G252100
GO:0004298	Glyma.17G252100
GO:0050662	Glyma.17G252200
GO:0003824	Glyma.17G252200
GO:0005975	Glyma.17G252400
GO:0004553	Glyma.17G252400
GO:0016779	Glyma.17G252500
GO:0009058	Glyma.17G252500
GO:0006412	Glyma.17G252600
GO:0005840	Glyma.17G252600
GO:0005622	Glyma.17G252600
GO:0003735	Glyma.17G252600
GO:0008168	Glyma.17G252700
GO:0046872	Glyma.17G252800
GO:0030001	Glyma.17G252800
GO:0043565	Glyma.17G253200
GO:0006355	Glyma.17G253200
GO:0003700	Glyma.17G253200
GO:0050662	Glyma.17G253400
GO:0003824	Glyma.17G253400
GO:0016021	Glyma.17G253500
GO:0009378	Glyma.17G253600
GO:0006310	Glyma.17G253600
GO:0006281	Glyma.17G253600
GO:0055114	Glyma.17G253800
GO:0020037	Glyma.17G253800
GO:0006979	Glyma.17G253800
GO:0004601	Glyma.17G253800
GO:0005525	Glyma.17G253900
GO:0006355	Glyma.17G254000
GO:0003677	Glyma.17G254000
GO:0005975	Glyma.17G254100
GO:0004553	Glyma.17G254100
GO:0045454	Glyma.17G254200
GO:0015035	Glyma.17G254200
GO:0006662	Glyma.17G254200
GO:0016772	Glyma.17G254400
GO:0006388	Glyma.17G254400
GO:0005525	Glyma.17G254500
GO:0003924	Glyma.17G254500
GO:0000287	Glyma.17G254500
GO:0006355	Glyma.17G254600
GO:0003700	Glyma.17G254600
GO:0016021	Glyma.17G254700
GO:0016020	Glyma.17G254700
GO:0022857	Glyma.17G254700
GO:0016772	Glyma.17G254800
GO:0006388	Glyma.17G254800
GO:0008234	Glyma.17G254900
GO:0006508	Glyma.17G254900
GO:0008270	Glyma.17G255100
GO:0005622	Glyma.17G255100
GO:0005515	Glyma.17G255500
GO:0003677	Glyma.17G255602
GO:0000786	Glyma.17G255602
GO:0043565	Glyma.17G255800
GO:0006355	Glyma.17G255800
GO:0003700	Glyma.17G255800
GO:0055114	Glyma.17G255900
GO:0020037	Glyma.17G255900
GO:0016705	Glyma.17G255900
GO:0005506	Glyma.17G255900
GO:0008152	Glyma.17G256102
GO:0005524	Glyma.17G256200
GO:0003676	Glyma.17G256200
GO:0004386	Glyma.17G256200
GO:0008168	Glyma.17G256400
GO:0006355	Glyma.17G256500
GO:0005634	Glyma.17G256500
GO:0003677	Glyma.17G256500
GO:0009725	Glyma.17G256500
GO:0009733	Glyma.17G256700
GO:0008270	Glyma.17G257100
GO:0003676	Glyma.17G257100
GO:0004527	Glyma.17G257100
GO:0031515	Glyma.17G257600
GO:0030488	Glyma.17G257600
GO:0016773	Glyma.17G257800
GO:0005975	Glyma.17G257800
GO:0005524	Glyma.17G257800
GO:0046835	Glyma.17G257800
GO:0005536	Glyma.17G257800
GO:0004396	Glyma.17G257800
GO:0001678	Glyma.17G257800
GO:0015031	Glyma.17G257900
GO:0008565	Glyma.17G257900
GO:0003924	Glyma.17G258300
GO:0007017	Glyma.17G258300
GO:0005874	Glyma.17G258300
GO:0051082	Glyma.17G258700
GO:0006950	Glyma.17G258700
GO:0006457	Glyma.17G258700
GO:0005524	Glyma.17G258700
GO:0005515	Glyma.17G259000
GO:0016887	Glyma.17G259100
GO:0005524	Glyma.17G259100
GO:0055085	Glyma.17G259100
GO:0042626	Glyma.17G259100
GO:0016021	Glyma.17G259100
GO:0006810	Glyma.17G259100
GO:0042147	Glyma.17G259200
GO:0030904	Glyma.17G259200
GO:0015031	Glyma.17G259200
GO:0008565	Glyma.17G259200
GO:0046872	Glyma.17G259400
GO:0016788	Glyma.17G259500
GO:0016788	Glyma.17G259600
GO:0016788	Glyma.17G259700
GO:0016788	Glyma.17G259800
GO:0016788	Glyma.17G259900
GO:0055114	Glyma.17G260100
GO:0016491	Glyma.17G260100
GO:0008270	Glyma.17G260100
GO:0055114	Glyma.17G260300
GO:0020037	Glyma.17G260300
GO:0006979	Glyma.17G260300
GO:0004601	Glyma.17G260300
GO:0005515	Glyma.17G260500
GO:0042176	Glyma.17G260500
GO:0030234	Glyma.17G260500
GO:0000502	Glyma.17G260500
GO:0003676	Glyma.17G260600
GO:0008270	Glyma.17G260700
GO:0005515	Glyma.17G260700
GO:0006468	Glyma.17G260900
GO:0004672	Glyma.17G260900
GO:0006468	Glyma.17G261000
GO:0004672	Glyma.17G261000
GO:0055114	Glyma.17G261500
GO:0016491	Glyma.17G261500
GO:0005507	Glyma.17G261500
GO:0005515	Glyma.17G261600
GO:0055114	Glyma.17G261700
GO:0020037	Glyma.17G261700
GO:0004096	Glyma.17G261700
GO:0006979	Glyma.17G261700
GO:0006468	Glyma.17G261800
GO:0004672	Glyma.17G261800
GO:0006468	Glyma.17G262300
GO:0005524	Glyma.17G262300
GO:0004672	Glyma.17G262300
GO:0016020	Glyma.17G262400
GO:0009765	Glyma.17G262400
GO:0016592	Glyma.18G000100
GO:0006357	Glyma.18G000100
GO:0001104	Glyma.18G000100
GO:0008270	Glyma.18G000200
GO:0005515	Glyma.18G000200
GO:0008270	Glyma.18G000500
GO:0016740	Glyma.18G000600
GO:0009058	Glyma.18G000600
GO:0005524	Glyma.18G000800
GO:0003676	Glyma.18G000800
GO:0003723	Glyma.18G001100
GO:0016787	Glyma.18G001300
GO:0030127	Glyma.18G001400
GO:0008270	Glyma.18G001400
GO:0006888	Glyma.18G001400
GO:0006886	Glyma.18G001400
GO:0055085	Glyma.18G001600
GO:0016021	Glyma.18G001600
GO:0015299	Glyma.18G001600
GO:0006812	Glyma.18G001600
GO:0003676	Glyma.18G002000
GO:0055114	Glyma.18G002200
GO:0016616	Glyma.18G002200
GO:0006694	Glyma.18G002200
GO:0003854	Glyma.18G002200
GO:0008408	Glyma.18G002300
GO:0006139	Glyma.18G002300
GO:0003676	Glyma.18G002300
GO:0030870	Glyma.18G002400
GO:0016887	Glyma.18G002400
GO:0006281	Glyma.18G002400
GO:0005634	Glyma.18G002400
GO:0000723	Glyma.18G002400
GO:0008430	Glyma.18G002800
GO:0016597	Glyma.18G002866
GO:0008152	Glyma.18G002866
GO:0055114	Glyma.18G002932
GO:0006520	Glyma.18G002932
GO:0005515	Glyma.18G003000
GO:0006468	Glyma.18G003000
GO:0004672	Glyma.18G003000
GO:0005524	Glyma.18G003000
GO:0016758	Glyma.18G003100
GO:0008152	Glyma.18G003100
GO:0048046	Glyma.18G003200
GO:0016762	Glyma.18G003200
GO:0006073	Glyma.18G003200
GO:0005618	Glyma.18G003200
GO:0005975	Glyma.18G003200
GO:0004553	Glyma.18G003200
GO:0030127	Glyma.18G003500
GO:0008270	Glyma.18G003500
GO:0006888	Glyma.18G003500
GO:0006886	Glyma.18G003500
GO:0004869	Glyma.18G003700
GO:0008017	Glyma.18G003800
GO:0007018	Glyma.18G003800
GO:0005524	Glyma.18G003800
GO:0003777	Glyma.18G003800
GO:0005871	Glyma.18G003800
GO:0005524	Glyma.18G004000
GO:0003676	Glyma.18G004000
GO:0004386	Glyma.18G004000
GO:0003676	Glyma.18G004100
GO:0005737	Glyma.18G004300
GO:0005094	Glyma.18G004300
GO:0046983	Glyma.18G004700
GO:0003677	Glyma.18G004700
GO:0006355	Glyma.18G004700
GO:0005634	Glyma.18G004700
GO:0003700	Glyma.18G004700
GO:0005515	Glyma.18G005100
GO:0005634	Glyma.18G005100
GO:0003677	Glyma.18G005100
GO:0006810	Glyma.18G005300
GO:0005622	Glyma.18G005300
GO:0005515	Glyma.18G005400
GO:0005634	Glyma.18G005600
GO:0003677	Glyma.18G005600
GO:0008270	Glyma.18G005700
GO:0008017	Glyma.18G007200
GO:0000910	Glyma.18G007200
GO:0000226	Glyma.18G007200
GO:0006412	Glyma.18G007500
GO:0005840	Glyma.18G007500
GO:0003735	Glyma.18G007500
GO:0015934	Glyma.18G007500
GO:0016021	Glyma.18G007600
GO:0008233	Glyma.18G007600
GO:0006465	Glyma.18G007600
GO:0005787	Glyma.18G007600
GO:0005525	Glyma.18G007700
GO:0005515	Glyma.18G007900
GO:0005643	Glyma.18G008100
GO:0016567	Glyma.18G008300
GO:0004842	Glyma.18G008300
GO:0006468	Glyma.18G008700
GO:0005524	Glyma.18G008700
GO:0004672	Glyma.18G008700
GO:0071949	Glyma.18G008800
GO:0006260	Glyma.18G009300
GO:0003887	Glyma.18G009300
GO:0003677	Glyma.18G009300
GO:0003333	Glyma.18G009400
GO:0055114	Glyma.18G009700
GO:0016620	Glyma.18G009700
GO:0007094	Glyma.18G009900
GO:0006351	Glyma.18G010000
GO:0005634	Glyma.18G010000
GO:0003700	Glyma.18G010000
GO:0006508	Glyma.18G010200
GO:0004222	Glyma.18G010200
GO:0006412	Glyma.18G010300
GO:0005840	Glyma.18G010300
GO:0003735	Glyma.18G010300
GO:0008601	Glyma.18G010400
GO:0007165	Glyma.18G010400
GO:0000159	Glyma.18G010400
GO:0000160	Glyma.18G010800
GO:0006468	Glyma.18G011000
GO:0004672	Glyma.18G011000
GO:0030145	Glyma.18G011800
GO:0016021	Glyma.18G011800
GO:0015979	Glyma.18G011800
GO:0009523	Glyma.18G011800
GO:0051205	Glyma.18G011900
GO:0016021	Glyma.18G011900
GO:0005524	Glyma.18G012400
GO:0003676	Glyma.18G012600
GO:0016887	Glyma.18G012700
GO:0005524	Glyma.18G012700
GO:0055085	Glyma.18G012700
GO:0042626	Glyma.18G012700
GO:0016021	Glyma.18G012700
GO:0006810	Glyma.18G012700
GO:0005975	Glyma.18G012900
GO:0004553	Glyma.18G012900
GO:0016973	Glyma.18G013000
GO:0005643	Glyma.18G013000
GO:0008138	Glyma.18G013200
GO:0006470	Glyma.18G013200
GO:0008270	Glyma.18G013800
GO:0005515	Glyma.18G013800
GO:0016020	Glyma.18G014100
GO:0006487	Glyma.18G014100
GO:0003830	Glyma.18G014100
GO:0005543	Glyma.18G014200
GO:0008270	Glyma.18G014250
GO:0005515	Glyma.18G014250
GO:0051015	Glyma.18G014400
GO:0030674	Glyma.18G014400
GO:0005975	Glyma.18G014400
GO:0004553	Glyma.18G014400
GO:0007015	Glyma.18G014400
GO:0008270	Glyma.18G014500
GO:0005515	Glyma.18G014500
GO:0008270	Glyma.18G014600
GO:0005515	Glyma.18G014600
GO:0005524	Glyma.18G014800
GO:0003676	Glyma.18G014800
GO:0004386	Glyma.18G014800
GO:0003677	Glyma.18G014900
GO:0043565	Glyma.18G014900
GO:0006355	Glyma.18G014900
GO:0003700	Glyma.18G014900
GO:0003677	Glyma.18G015200
GO:0000786	Glyma.18G015200
GO:0003677	Glyma.18G015300
GO:0000786	Glyma.18G015300
GO:0005525	Glyma.18G015700
GO:0051082	Glyma.18G016200
GO:0031072	Glyma.18G016200
GO:0005515	Glyma.18G016400
GO:0006468	Glyma.18G016400
GO:0005524	Glyma.18G016400
GO:0004672	Glyma.18G016400
GO:0036459	Glyma.18G016800
GO:0016579	Glyma.18G016800
GO:0005525	Glyma.18G017000
GO:0006412	Glyma.18G017100
GO:0005840	Glyma.18G017100
GO:0003735	Glyma.18G017100
GO:0006529	Glyma.18G017200
GO:0004066	Glyma.18G017200
GO:0005515	Glyma.18G017500
GO:0016887	Glyma.18G017600
GO:0005524	Glyma.18G017600
GO:0055085	Glyma.18G017600
GO:0042626	Glyma.18G017600
GO:0016021	Glyma.18G017600
GO:0006810	Glyma.18G017600
GO:0005515	Glyma.18G017900
GO:0005992	Glyma.18G018100
GO:0003824	Glyma.18G018100
GO:0006355	Glyma.18G018200
GO:0003700	Glyma.18G018200
GO:0008654	Glyma.18G018600
GO:0006021	Glyma.18G018600
GO:0004512	Glyma.18G018600
GO:0016021	Glyma.18G018900
GO:0015116	Glyma.18G018900
GO:0008272	Glyma.18G018900
GO:0055085	Glyma.18G018900
GO:0016020	Glyma.18G018900
GO:0008271	Glyma.18G018900
GO:0016021	Glyma.18G019000
GO:0015116	Glyma.18G019000
GO:0008272	Glyma.18G019000
GO:0055085	Glyma.18G019000
GO:0016020	Glyma.18G019000
GO:0008271	Glyma.18G019000
GO:0046872	Glyma.18G019300
GO:0030001	Glyma.18G019300
GO:0006508	Glyma.18G019400
GO:0004190	Glyma.18G019400
GO:0005515	Glyma.18G019600
GO:0008168	Glyma.18G020000
GO:0008033	Glyma.18G020000
GO:0006364	Glyma.18G020000
GO:0003723	Glyma.18G020000
GO:0008270	Glyma.18G020400
GO:0005515	Glyma.18G020400
GO:0008270	Glyma.18G020800
GO:0043565	Glyma.18G020900
GO:0006355	Glyma.18G020900
GO:0003700	Glyma.18G020900
GO:0006351	Glyma.18G020900
GO:0030170	Glyma.18G021001
GO:0008483	Glyma.18G021001
GO:0006749	Glyma.18G021100
GO:0003840	Glyma.18G021100
GO:0006779	Glyma.18G021500
GO:0004853	Glyma.18G021500
GO:0007165	Glyma.18G021600
GO:0016020	Glyma.18G021700
GO:0006810	Glyma.18G021700
GO:0005215	Glyma.18G021700
GO:0055114	Glyma.18G021800
GO:0020037	Glyma.18G021800
GO:0006979	Glyma.18G021800
GO:0004601	Glyma.18G021800
GO:0005515	Glyma.18G022100
GO:0003333	Glyma.18G022400
GO:0006886	Glyma.18G022500
GO:0046872	Glyma.18G022900
GO:0030001	Glyma.18G022900
GO:0055085	Glyma.18G023000
GO:0016021	Glyma.18G023000
GO:0015299	Glyma.18G023000
GO:0006812	Glyma.18G023000
GO:0055114	Glyma.18G023100
GO:0008977	Glyma.18G023100
GO:0006571	Glyma.18G023100
GO:0004665	Glyma.18G023100
GO:0005515	Glyma.18G023500
GO:0006468	Glyma.18G023500
GO:0004672	Glyma.18G023500
GO:0055114	Glyma.18G023600
GO:0016491	Glyma.18G023600
GO:0005507	Glyma.18G023600
GO:0055085	Glyma.18G023700
GO:0016021	Glyma.18G023700
GO:0015299	Glyma.18G023700
GO:0006812	Glyma.18G023700
GO:0055085	Glyma.18G023800
GO:0016021	Glyma.18G023800
GO:0015299	Glyma.18G023800
GO:0006812	Glyma.18G023800
GO:0005524	Glyma.18G023900
GO:0016787	Glyma.18G024200
GO:0005524	Glyma.18G024200
GO:0003677	Glyma.18G024200
GO:0033925	Glyma.18G024300
GO:0005737	Glyma.18G024300
GO:0008199	Glyma.18G024600
GO:0006879	Glyma.18G024600
GO:0006826	Glyma.18G024600
GO:0003993	Glyma.18G024700
GO:0003676	Glyma.18G024800
GO:0005850	Glyma.18G024800
GO:0003743	Glyma.18G024800
GO:0003723	Glyma.18G024800
GO:0045454	Glyma.18G025000
GO:0015035	Glyma.18G025000
GO:0009055	Glyma.18G025000
GO:0006468	Glyma.18G025100
GO:0004672	Glyma.18G025100
GO:0007094	Glyma.18G025300
GO:0019867	Glyma.18G025400
GO:0070569	Glyma.18G025500
GO:0008152	Glyma.18G025500
GO:0008270	Glyma.18G025700
GO:0005515	Glyma.18G025700
GO:0046983	Glyma.18G025800
GO:0030132	Glyma.18G026000
GO:0030130	Glyma.18G026000
GO:0016192	Glyma.18G026000
GO:0006886	Glyma.18G026000
GO:0005198	Glyma.18G026000
GO:0050826	Glyma.18G026200
GO:0006568	Glyma.18G026400
GO:0004640	Glyma.18G026400
GO:0055114	Glyma.18G026500
GO:0016491	Glyma.18G026500
GO:0006468	Glyma.18G026700
GO:0005524	Glyma.18G026700
GO:0004672	Glyma.18G026700
GO:0006468	Glyma.18G026800
GO:0004672	Glyma.18G026800
GO:0006468	Glyma.18G026900
GO:0004672	Glyma.18G026900
GO:0008270	Glyma.18G027000
GO:0006355	Glyma.18G027000
GO:0005634	Glyma.18G027000
GO:0003700	Glyma.18G027000
GO:0005515	Glyma.18G027100
GO:0035556	Glyma.18G027100
GO:0007165	Glyma.18G027100
GO:0006629	Glyma.18G027100
GO:0004435	Glyma.18G027100
GO:0005515	Glyma.18G027200
GO:0035556	Glyma.18G027200
GO:0007165	Glyma.18G027200
GO:0006629	Glyma.18G027200
GO:0004435	Glyma.18G027200
GO:0005515	Glyma.18G027300
GO:0035556	Glyma.18G027300
GO:0007165	Glyma.18G027300
GO:0006629	Glyma.18G027300
GO:0004435	Glyma.18G027300
GO:0006457	Glyma.18G027400
GO:0003755	Glyma.18G027400
GO:0000413	Glyma.18G027400
GO:0016788	Glyma.18G027800
GO:0055114	Glyma.18G028300
GO:0020037	Glyma.18G028300
GO:0016705	Glyma.18G028300
GO:0005506	Glyma.18G028300
GO:0016020	Glyma.18G028400
GO:0009765	Glyma.18G028400
GO:0016598	Glyma.18G028600
GO:0004057	Glyma.18G028600
GO:0016833	Glyma.18G028800
GO:0009058	Glyma.18G028800
GO:0016833	Glyma.18G028900
GO:0009058	Glyma.18G028900
GO:0042254	Glyma.18G029200
GO:0005622	Glyma.18G029200
GO:0006952	Glyma.18G029300
GO:0016020	Glyma.18G029400
GO:0006810	Glyma.18G029400
GO:0005215	Glyma.18G029400
GO:0005515	Glyma.18G029500
GO:0003677	Glyma.18G029700
GO:0005515	Glyma.18G029800
GO:0016747	Glyma.18G029900
GO:0005515	Glyma.18G030000
GO:0042578	Glyma.18G030400
GO:0042132	Glyma.18G030400
GO:0005975	Glyma.18G030400
GO:0003993	Glyma.18G030500
GO:0005975	Glyma.18G030700
GO:0004553	Glyma.18G030700
GO:0008270	Glyma.18G030900
GO:0055085	Glyma.18G031100
GO:0030246	Glyma.18G031400
GO:0006355	Glyma.18G031866
GO:0005634	Glyma.18G031866
GO:0003677	Glyma.18G031866
GO:0006355	Glyma.18G031932
GO:0005634	Glyma.18G031932
GO:0003677	Glyma.18G031932
GO:0005089	Glyma.18G032100
GO:0006508	Glyma.18G033500
GO:0004252	Glyma.18G033500
GO:0005525	Glyma.18G033600
GO:0016020	Glyma.18G033700
GO:0006810	Glyma.18G033700
GO:0005215	Glyma.18G033700
GO:0016020	Glyma.18G033800
GO:0006810	Glyma.18G033800
GO:0005215	Glyma.18G033800
GO:0055085	Glyma.18G033900
GO:0016021	Glyma.18G033900
GO:0016020	Glyma.18G033900
GO:0006810	Glyma.18G033900
GO:0005215	Glyma.18G033900
GO:0016020	Glyma.18G034000
GO:0006810	Glyma.18G034000
GO:0005215	Glyma.18G034000
GO:0008270	Glyma.18G034100
GO:0009058	Glyma.18G034200
GO:0005524	Glyma.18G034200
GO:0009396	Glyma.18G034200
GO:0004326	Glyma.18G034200
GO:0055114	Glyma.18G034300
GO:0016491	Glyma.18G034300
GO:0008152	Glyma.18G034300
GO:0009055	Glyma.18G034500
GO:0005515	Glyma.18G034700
GO:0008168	Glyma.18G034800
GO:0016779	Glyma.18G034900
GO:0003824	Glyma.18G035000
GO:0006470	Glyma.18G035000
GO:0004722	Glyma.18G035000
GO:0032012	Glyma.18G035700
GO:0005086	Glyma.18G035700
GO:0032012	Glyma.18G035800
GO:0005086	Glyma.18G035800
GO:0016757	Glyma.18G035900
GO:0016020	Glyma.18G035900
GO:0005524	Glyma.18G036400
GO:0006468	Glyma.18G036450
GO:0005524	Glyma.18G036450
GO:0004672	Glyma.18G036450
GO:0030246	Glyma.18G036450
GO:0031625	Glyma.18G036900
GO:0006511	Glyma.18G036900
GO:0008270	Glyma.18G037000
GO:0005515	Glyma.18G037000
GO:0006508	Glyma.18G037100
GO:0004190	Glyma.18G037100
GO:0008270	Glyma.18G037200
GO:0005515	Glyma.18G037200
GO:0006457	Glyma.18G037300
GO:0006468	Glyma.18G037566
GO:0004672	Glyma.18G037566
GO:0004674	Glyma.18G037566
GO:0006468	Glyma.18G037600
GO:0004672	Glyma.18G037600
GO:0031011	Glyma.18G037700
GO:0006355	Glyma.18G037700
GO:0006281	Glyma.18G037700
GO:0031047	Glyma.18G038300
GO:0005515	Glyma.18G038400
GO:0006468	Glyma.18G038500
GO:0004672	Glyma.18G038500
GO:0009443	Glyma.18G038600
GO:0008478	Glyma.18G038600
GO:0052726	Glyma.18G038800
GO:0052725	Glyma.18G038800
GO:0047325	Glyma.18G038800
GO:0032957	Glyma.18G038800
GO:0005622	Glyma.18G038800
GO:0005524	Glyma.18G038800
GO:0000287	Glyma.18G038800
GO:0005515	Glyma.18G039000
GO:0005515	Glyma.18G039100
GO:0046983	Glyma.18G039200
GO:0006468	Glyma.18G039400
GO:0005524	Glyma.18G039400
GO:0004672	Glyma.18G039400
GO:0006351	Glyma.18G039600
GO:0003899	Glyma.18G039600
GO:0005515	Glyma.18G039700
GO:0005515	Glyma.18G040100
GO:0006334	Glyma.18G040200
GO:0005634	Glyma.18G040200
GO:0003677	Glyma.18G040200
GO:0000786	Glyma.18G040200
GO:0003676	Glyma.18G040400
GO:0016042	Glyma.18G040500
GO:0006629	Glyma.18G040500
GO:0005975	Glyma.18G040600
GO:0004553	Glyma.18G040600
GO:0016787	Glyma.18G040900
GO:0007076	Glyma.18G041000
GO:0000796	Glyma.18G041000
GO:0006807	Glyma.18G041100
GO:0006542	Glyma.18G041100
GO:0004356	Glyma.18G041100
GO:0006508	Glyma.18G041400
GO:0004190	Glyma.18G041400
GO:0016846	Glyma.18G041500
GO:0008152	Glyma.18G041500
GO:0016846	Glyma.18G041600
GO:0008152	Glyma.18G041600
GO:0055114	Glyma.18G041700
GO:0051536	Glyma.18G041700
GO:0016651	Glyma.18G041700
GO:0016491	Glyma.18G041700
GO:0016021	Glyma.18G041800
GO:0008233	Glyma.18G041800
GO:0006465	Glyma.18G041800
GO:0005787	Glyma.18G041800
GO:0016485	Glyma.18G041900
GO:0016021	Glyma.18G041900
GO:0046983	Glyma.18G042000
GO:0003677	Glyma.18G042000
GO:0016567	Glyma.18G042100
GO:0004842	Glyma.18G042100
GO:0006468	Glyma.18G042200
GO:0005524	Glyma.18G042200
GO:0004672	Glyma.18G042200
GO:0016491	Glyma.18G042600
GO:0005507	Glyma.18G043100
GO:0060236	Glyma.18G043200
GO:0032147	Glyma.18G043200
GO:0005874	Glyma.18G043200
GO:0005819	Glyma.18G043200
GO:0006468	Glyma.18G043300
GO:0005524	Glyma.18G043300
GO:0004674	Glyma.18G043300
GO:0006468	Glyma.18G043500
GO:0005524	Glyma.18G043500
GO:0004672	Glyma.18G043500
GO:0030246	Glyma.18G043500
GO:0030170	Glyma.18G043600
GO:0019752	Glyma.18G043600
GO:0016831	Glyma.18G043600
GO:0005515	Glyma.18G043700
GO:0016157	Glyma.18G043733
GO:0005985	Glyma.18G043733
GO:0016157	Glyma.18G043766
GO:0005985	Glyma.18G043766
GO:0006355	Glyma.18G043900
GO:0003677	Glyma.18G043900
GO:0046872	Glyma.18G044000
GO:0070569	Glyma.18G044400
GO:0008152	Glyma.18G044400
GO:0008152	Glyma.18G044900
GO:0003824	Glyma.18G044900
GO:0005525	Glyma.18G045000
GO:0006468	Glyma.18G046100
GO:0004672	Glyma.18G046100
GO:0006468	Glyma.18G046200
GO:0005524	Glyma.18G046200
GO:0004672	Glyma.18G046200
GO:0006468	Glyma.18G046300
GO:0005524	Glyma.18G046300
GO:0004672	Glyma.18G046300
GO:0006468	Glyma.18G046400
GO:0005524	Glyma.18G046400
GO:0004672	Glyma.18G046400
GO:0006468	Glyma.18G046600
GO:0005524	Glyma.18G046600
GO:0004672	Glyma.18G046600
GO:0019898	Glyma.18G046700
GO:0015979	Glyma.18G046700
GO:0009654	Glyma.18G046700
GO:0009523	Glyma.18G046700
GO:0005509	Glyma.18G046700
GO:0006355	Glyma.18G046800
GO:0005634	Glyma.18G046800
GO:0003677	Glyma.18G046800
GO:0009725	Glyma.18G046800
GO:0016021	Glyma.18G047900
GO:0016020	Glyma.18G047900
GO:0055114	Glyma.18G048300
GO:0016491	Glyma.18G048300
GO:0046080	Glyma.18G048400
GO:0016787	Glyma.18G048400
GO:0006508	Glyma.18G048500
GO:0004190	Glyma.18G048500
GO:0016021	Glyma.18G048700
GO:0005622	Glyma.18G048900
GO:0003676	Glyma.18G048900
GO:0005524	Glyma.18G048900
GO:0043140	Glyma.18G048900
GO:0006281	Glyma.18G048900
GO:0006260	Glyma.18G048900
GO:0006412	Glyma.18G049200
GO:0005840	Glyma.18G049200
GO:0005622	Glyma.18G049200
GO:0003735	Glyma.18G049200
GO:0055114	Glyma.18G049500
GO:0020037	Glyma.18G049500
GO:0016705	Glyma.18G049500
GO:0005506	Glyma.18G049500
GO:0055114	Glyma.18G049600
GO:0016655	Glyma.18G049600
GO:0016020	Glyma.18G049600
GO:0005515	Glyma.18G050000
GO:0055085	Glyma.18G050400
GO:0016021	Glyma.18G050400
GO:0008324	Glyma.18G050400
GO:0006812	Glyma.18G050400
GO:0055085	Glyma.18G050500
GO:0016021	Glyma.18G050500
GO:0008324	Glyma.18G050500
GO:0006812	Glyma.18G050500
GO:0006412	Glyma.18G050600
GO:0005840	Glyma.18G050600
GO:0003735	Glyma.18G050600
GO:0006468	Glyma.18G050700
GO:0005524	Glyma.18G050700
GO:0004672	Glyma.18G050700
GO:0005515	Glyma.18G050800
GO:0009638	Glyma.18G050800
GO:0004871	Glyma.18G050800
GO:0016887	Glyma.18G050900
GO:0005524	Glyma.18G050900
GO:0005515	Glyma.18G051100
GO:0006468	Glyma.18G051100
GO:0005524	Glyma.18G051100
GO:0004672	Glyma.18G051100
GO:0006418	Glyma.18G051300
GO:0000166	Glyma.18G051300
GO:0006355	Glyma.18G051500
GO:0003700	Glyma.18G051500
GO:0016787	Glyma.18G051700
GO:0005524	Glyma.18G051700
GO:0003677	Glyma.18G051700
GO:0008270	Glyma.18G052100
GO:0003677	Glyma.18G052100
GO:0055114	Glyma.18G052200
GO:0020037	Glyma.18G052200
GO:0016705	Glyma.18G052200
GO:0005506	Glyma.18G052200
GO:0055114	Glyma.18G052400
GO:0020037	Glyma.18G052400
GO:0016705	Glyma.18G052400
GO:0005506	Glyma.18G052400
GO:0043565	Glyma.18G052500
GO:0006355	Glyma.18G052500
GO:0003700	Glyma.18G052500
GO:0046983	Glyma.18G052800
GO:0003677	Glyma.18G052800
GO:0046983	Glyma.18G053400
GO:0003677	Glyma.18G053400
GO:0046983	Glyma.18G053500
GO:0003677	Glyma.18G053500
GO:0046983	Glyma.18G053600
GO:0003677	Glyma.18G053600
GO:0046983	Glyma.18G053800
GO:0003677	Glyma.18G053800
GO:0006888	Glyma.18G053900
GO:0005622	Glyma.18G053900
GO:0005801	Glyma.18G053900
