GO	Genes
GO:0006284	Glyma.01G082000
GO:0055114	Glyma.01G082200
GO:0004764	Glyma.01G082200
GO:0003855	Glyma.01G082200
GO:0003682	Glyma.01G082400
GO:0046872	Glyma.01G082500
GO:0030001	Glyma.01G082500
GO:0006468	Glyma.01G082700
GO:0005524	Glyma.01G082700
GO:0004672	Glyma.01G082700
GO:0006308	Glyma.01G083300
GO:0004519	Glyma.01G083300
GO:0003676	Glyma.01G083300
GO:0015743	Glyma.01G083700
GO:0046983	Glyma.01G083800
GO:0043565	Glyma.01G084200
GO:0006355	Glyma.01G084200
GO:0003700	Glyma.01G084200
GO:0006351	Glyma.01G084200
GO:0008017	Glyma.01G084400
GO:0007018	Glyma.01G084400
GO:0005524	Glyma.01G084400
GO:0003777	Glyma.01G084400
GO:0005871	Glyma.01G084400
GO:0006508	Glyma.01G084600
GO:0004190	Glyma.01G084600
GO:0030163	Glyma.01G084700
GO:0016758	Glyma.01G085600
GO:0008152	Glyma.01G085600
GO:0016758	Glyma.01G085700
GO:0008152	Glyma.01G085700
GO:0016758	Glyma.01G085800
GO:0008152	Glyma.01G085800
GO:0005515	Glyma.01G086000
GO:0016853	Glyma.01G086900
GO:0009507	Glyma.01G086900
GO:0006355	Glyma.01G087500
GO:0003700	Glyma.01G087500
GO:0003677	Glyma.01G087500
GO:0016757	Glyma.01G087800
GO:0006468	Glyma.01G087900
GO:0005524	Glyma.01G087900
GO:0004672	Glyma.01G087900
GO:0006355	Glyma.01G088200
GO:0003677	Glyma.01G088200
GO:0046983	Glyma.01G088300
GO:0071805	Glyma.01G088850
GO:0016020	Glyma.01G088850
GO:0015079	Glyma.01G088850
GO:0016887	Glyma.01G089202
GO:0005524	Glyma.01G089202
GO:0016021	Glyma.01G089700
GO:0055114	Glyma.01G089800
GO:0016491	Glyma.01G089800
GO:0005515	Glyma.01G090200
GO:0016787	Glyma.01G090900
GO:0015977	Glyma.01G091000
GO:0008964	Glyma.01G091000
GO:0006099	Glyma.01G091000
GO:0016887	Glyma.01G091100
GO:0005524	Glyma.01G091100
GO:0016020	Glyma.01G091100
GO:0016747	Glyma.01G091400
GO:0008610	Glyma.01G091400
GO:0016021	Glyma.01G091800
GO:0008270	Glyma.01G092100
GO:0008270	Glyma.01G092400
GO:0016021	Glyma.01G092900
GO:0015914	Glyma.01G092900
GO:0005524	Glyma.01G092900
GO:0004012	Glyma.01G092900
GO:0000287	Glyma.01G092900
GO:0003723	Glyma.01G093000
GO:0006468	Glyma.01G093100
GO:0005524	Glyma.01G093100
GO:0004672	Glyma.01G093100
GO:0046983	Glyma.01G093400
GO:0008270	Glyma.01G093800
GO:0005515	Glyma.01G093800
GO:0008536	Glyma.01G093902
GO:0006886	Glyma.01G093902
GO:0005515	Glyma.01G094200
GO:0003723	Glyma.01G094200
GO:0008270	Glyma.01G094651
GO:0004089	Glyma.01G094651
GO:0006508	Glyma.01G094900
GO:0004197	Glyma.01G094900
GO:0004866	Glyma.01G095000
GO:0046872	Glyma.01G095100
GO:0003677	Glyma.01G095166
GO:0004866	Glyma.01G095232
GO:0008270	Glyma.01G095300
GO:0005515	Glyma.01G095300
GO:0046983	Glyma.01G095500
GO:0016746	Glyma.01G095566
GO:0016021	Glyma.01G095566
GO:0006506	Glyma.01G095566
GO:0005789	Glyma.01G095566
GO:0008270	Glyma.01G095600
GO:0005515	Glyma.01G095600
GO:0016021	Glyma.01G095700
GO:0042549	Glyma.01G095900
GO:0015979	Glyma.01G095900
GO:0009539	Glyma.01G095900
GO:0009523	Glyma.01G095900
GO:0004866	Glyma.01G096200
GO:0005096	Glyma.01G096300
GO:0046983	Glyma.01G096600
GO:0003677	Glyma.01G096900
GO:0006094	Glyma.01G097400
GO:0005524	Glyma.01G097400
GO:0004612	Glyma.01G097400
GO:0055114	Glyma.01G097500
GO:0050660	Glyma.01G097500
GO:0017150	Glyma.01G097500
GO:0008033	Glyma.01G097500
GO:0006355	Glyma.01G098000
GO:0005634	Glyma.01G098000
GO:0006468	Glyma.01G098400
GO:0004672	Glyma.01G098400
GO:0055114	Glyma.01G099000
GO:0003995	Glyma.01G099000
GO:0008270	Glyma.01G099100
GO:0006468	Glyma.01G099600
GO:0005524	Glyma.01G099600
GO:0004672	Glyma.01G099600
GO:0009116	Glyma.01G099700
GO:0055114	Glyma.01G099800
GO:0016491	Glyma.01G099800
GO:0008152	Glyma.01G099800
GO:0005634	Glyma.01G100000
GO:0005515	Glyma.01G100400
GO:0055114	Glyma.01G100600
GO:0016491	Glyma.01G100600
GO:0006468	Glyma.01G101000
GO:0005524	Glyma.01G101000
GO:0004672	Glyma.01G101000
GO:0030246	Glyma.01G101000
GO:0006189	Glyma.01G101050
GO:0016757	Glyma.01G102100
GO:0016020	Glyma.01G102100
GO:0008152	Glyma.01G103100
GO:0003824	Glyma.01G103100
GO:0005783	Glyma.01G103400
GO:0015986	Glyma.01G103450
GO:0015078	Glyma.01G103450
GO:0006355	Glyma.01G103500
GO:0005634	Glyma.01G103500
GO:0003677	Glyma.01G103500
GO:0009725	Glyma.01G103500
GO:0009058	Glyma.01G104100
GO:0008909	Glyma.01G104100
GO:0006355	Glyma.01G104200
GO:0003677	Glyma.01G104200
GO:0006412	Glyma.01G104900
GO:0005840	Glyma.01G104900
GO:0005622	Glyma.01G104900
GO:0003735	Glyma.01G104900
GO:0055085	Glyma.01G105000
GO:0016021	Glyma.01G105000
GO:0016020	Glyma.01G105000
GO:0006810	Glyma.01G105000
GO:0005215	Glyma.01G105000
GO:0019773	Glyma.01G105500
GO:0006511	Glyma.01G105500
GO:0004175	Glyma.01G105500
GO:0051603	Glyma.01G105500
GO:0005839	Glyma.01G105500
GO:0004298	Glyma.01G105500
GO:0005089	Glyma.01G105900
GO:0005515	Glyma.01G106000
GO:0005515	Glyma.01G106100
GO:0006950	Glyma.01G106200
GO:0006457	Glyma.01G106600
GO:0048513	Glyma.01G106600
GO:0042761	Glyma.01G106600
GO:0030154	Glyma.01G106600
GO:0035434	Glyma.01G106700
GO:0016021	Glyma.01G106700
GO:0005375	Glyma.01G106700
GO:0005515	Glyma.01G107100
GO:0008270	Glyma.01G107700
GO:0006468	Glyma.01G107901
GO:0004672	Glyma.01G107901
GO:0055114	Glyma.01G108200
GO:0016491	Glyma.01G108200
GO:0005507	Glyma.01G108200
GO:0005507	Glyma.01G108300
GO:0006355	Glyma.01G109100
GO:0030246	Glyma.01G109200
GO:0003924	Glyma.01G109300
GO:0007017	Glyma.01G109300
GO:0005874	Glyma.01G109300
GO:0055085	Glyma.01G110300
GO:0008242	Glyma.01G110900
GO:0008138	Glyma.01G111200
GO:0006470	Glyma.01G111200
GO:0004484	Glyma.01G111200
GO:0006397	Glyma.01G111200
GO:0006370	Glyma.01G111200
GO:0004857	Glyma.01G111400
GO:0042545	Glyma.01G111400
GO:0030599	Glyma.01G111400
GO:0005618	Glyma.01G111400
GO:0007165	Glyma.01G112200
GO:0005515	Glyma.01G112200
GO:0043531	Glyma.01G112200
GO:0007165	Glyma.01G112300
GO:0005515	Glyma.01G112300
GO:0043531	Glyma.01G112300
GO:0055114	Glyma.01G112400
GO:0020037	Glyma.01G112400
GO:0016705	Glyma.01G112400
GO:0005506	Glyma.01G112400
GO:0016020	Glyma.01G112500
GO:0006810	Glyma.01G112500
GO:0005215	Glyma.01G112500
GO:0055114	Glyma.01G112600
GO:0016491	Glyma.01G112600
GO:0005507	Glyma.01G112600
GO:0016747	Glyma.01G112900
GO:0016746	Glyma.01G113200
GO:0008152	Glyma.01G113200
GO:0016020	Glyma.01G113400
GO:0006810	Glyma.01G113400
GO:0005215	Glyma.01G113400
GO:2001070	Glyma.01G115000
GO:0003824	Glyma.01G115000
GO:0030132	Glyma.01G115100
GO:0030130	Glyma.01G115100
GO:0016192	Glyma.01G115100
GO:0006886	Glyma.01G115100
GO:0005198	Glyma.01G115100
GO:0016020	Glyma.01G115900
GO:0009765	Glyma.01G115900
GO:0006355	Glyma.01G116000
GO:0005634	Glyma.01G116000
GO:0003682	Glyma.01G116000
GO:0003677	Glyma.01G116000
GO:0009236	Glyma.01G116100
GO:0003824	Glyma.01G116100
GO:0042823	Glyma.01G116100
GO:0042819	Glyma.01G116100
GO:0004359	Glyma.01G116100
GO:0055114	Glyma.01G116300
GO:0016491	Glyma.01G116300
GO:0008270	Glyma.01G116300
GO:0055114	Glyma.01G116500
GO:0016491	Glyma.01G116500
GO:0008270	Glyma.01G116500
GO:0055114	Glyma.01G116700
GO:0016491	Glyma.01G116700
GO:0008270	Glyma.01G116700
GO:0005515	Glyma.01G117000
GO:0005515	Glyma.01G117100
GO:0005515	Glyma.01G117200
GO:0016021	Glyma.01G117401
GO:0015116	Glyma.01G117401
GO:0008272	Glyma.01G117401
GO:0055085	Glyma.01G117401
GO:0016020	Glyma.01G117401
GO:0008271	Glyma.01G117401
GO:0003676	Glyma.01G117501
GO:0033699	Glyma.01G117800
GO:0006281	Glyma.01G117800
GO:0003677	Glyma.01G117800
GO:0048544	Glyma.01G117900
GO:0006468	Glyma.01G117900
GO:0004672	Glyma.01G117900
GO:0030976	Glyma.01G118000
GO:0003824	Glyma.01G118000
GO:0000287	Glyma.01G118000
GO:0005515	Glyma.01G118350
GO:0006468	Glyma.01G118350
GO:0004672	Glyma.01G118350
GO:0005524	Glyma.01G118350
GO:0005515	Glyma.01G118800
GO:0006468	Glyma.01G118800
GO:0004672	Glyma.01G118800
GO:0005515	Glyma.01G118900
GO:0006468	Glyma.01G118900
GO:0004672	Glyma.01G118900
GO:0046907	Glyma.01G119300
GO:0019239	Glyma.01G119500
GO:0032264	Glyma.01G119500
GO:0003876	Glyma.01G119500
GO:0045454	Glyma.01G119900
GO:0015035	Glyma.01G119900
GO:0009055	Glyma.01G119900
GO:0005515	Glyma.01G120000
GO:0005515	Glyma.01G120100
GO:0005515	Glyma.01G120300
GO:0006629	Glyma.01G120400
GO:0055114	Glyma.01G120400
GO:0016717	Glyma.01G120400
GO:0006351	Glyma.01G121000
GO:0005634	Glyma.01G121000
GO:0003700	Glyma.01G121000
GO:0055114	Glyma.01G121209
GO:0016491	Glyma.01G121209
GO:0005515	Glyma.01G121218
GO:0042393	Glyma.01G121218
GO:0006355	Glyma.01G121218
GO:0003677	Glyma.01G121600
GO:0046983	Glyma.01G121600
GO:0016788	Glyma.01G122000
GO:0055085	Glyma.01G122800
GO:0016021	Glyma.01G122800
GO:0046983	Glyma.01G123000
GO:0005515	Glyma.01G123300
GO:0051087	Glyma.01G123300
GO:0016020	Glyma.01G123400
GO:0015696	Glyma.01G123400
GO:0008519	Glyma.01G123400
GO:0072488	Glyma.01G123400
GO:0005515	Glyma.01G123900
GO:0003723	Glyma.01G124300
GO:0006412	Glyma.01G124300
GO:0005840	Glyma.01G124300
GO:0005622	Glyma.01G124300
GO:0003735	Glyma.01G124300
GO:0008199	Glyma.01G124500
GO:0006879	Glyma.01G124500
GO:0006826	Glyma.01G124500
GO:0019773	Glyma.01G124900
GO:0006511	Glyma.01G124900
GO:0004175	Glyma.01G124900
GO:0051603	Glyma.01G124900
GO:0005839	Glyma.01G124900
GO:0004298	Glyma.01G124900
GO:0006412	Glyma.01G125100
GO:0005840	Glyma.01G125100
GO:0005622	Glyma.01G125100
GO:0003735	Glyma.01G125100
GO:0005515	Glyma.01G125200
GO:0006468	Glyma.01G125200
GO:0005524	Glyma.01G125200
GO:0004672	Glyma.01G125200
GO:0007165	Glyma.01G125300
GO:0005515	Glyma.01G125300
GO:0043531	Glyma.01G125300
GO:0005515	Glyma.01G125400
GO:0007165	Glyma.01G125400
GO:0043531	Glyma.01G125400
GO:0008270	Glyma.01G125500
GO:0006355	Glyma.01G125500
GO:0006352	Glyma.01G125500
GO:0006384	Glyma.01G125500
GO:0000126	Glyma.01G125500
GO:0005515	Glyma.01G125800
GO:0006468	Glyma.01G125800
GO:0004672	Glyma.01G125800
GO:0005515	Glyma.01G126900
GO:0008124	Glyma.01G127300
GO:0006729	Glyma.01G127300
GO:0003824	Glyma.01G127600
GO:0006470	Glyma.01G127600
GO:0004722	Glyma.01G127600
GO:0043531	Glyma.01G127700
GO:0008168	Glyma.01G127900
GO:0008152	Glyma.01G127900
GO:0043565	Glyma.01G128100
GO:0006355	Glyma.01G128100
GO:0003700	Glyma.01G128100
GO:0034755	Glyma.01G128300
GO:0016021	Glyma.01G128300
GO:0005381	Glyma.01G128300
GO:0030036	Glyma.01G128700
GO:0005856	Glyma.01G128700
GO:0030170	Glyma.01G129400
GO:0008483	Glyma.01G129400
GO:0008270	Glyma.01G130300
GO:0005524	Glyma.01G130400
GO:0051082	Glyma.01G130400
GO:0006457	Glyma.01G130400
GO:0055114	Glyma.01G130500
GO:0020037	Glyma.01G130500
GO:0006979	Glyma.01G130500
GO:0004601	Glyma.01G130500
GO:0055114	Glyma.01G130800
GO:0020037	Glyma.01G130800
GO:0006979	Glyma.01G130800
GO:0004601	Glyma.01G130800
GO:0030170	Glyma.01G131100
GO:0009058	Glyma.01G131100
GO:0008483	Glyma.01G131100
GO:0006520	Glyma.01G131100
GO:0006629	Glyma.01G131400
GO:0007165	Glyma.01G131500
GO:0005515	Glyma.01G131800
GO:0016567	Glyma.01G131800
GO:0004842	Glyma.01G131800
GO:0003677	Glyma.01G131900
GO:0006468	Glyma.01G132000
GO:0005524	Glyma.01G132000
GO:0004672	Glyma.01G132000
GO:0055085	Glyma.01G132200
GO:0016020	Glyma.01G132200
GO:0015297	Glyma.01G132200
GO:0015238	Glyma.01G132200
GO:0006855	Glyma.01G132200
GO:0006468	Glyma.01G132866
GO:0004672	Glyma.01G132866
GO:0006468	Glyma.01G132932
GO:0005524	Glyma.01G132932
GO:0004672	Glyma.01G132932
GO:0008270	Glyma.01G133000
GO:0003677	Glyma.01G133000
GO:0005515	Glyma.01G133300
GO:0006468	Glyma.01G133300
GO:0005524	Glyma.01G133300
GO:0004672	Glyma.01G133300
GO:0006886	Glyma.01G133400
GO:0005784	Glyma.01G133400
GO:0046983	Glyma.01G133501
GO:0016021	Glyma.01G134600
GO:0004659	Glyma.01G134600
GO:0006281	Glyma.01G135100
GO:0003678	Glyma.01G135100
GO:0000723	Glyma.01G135100
GO:0055114	Glyma.01G135200
GO:0020037	Glyma.01G135200
GO:0016705	Glyma.01G135200
GO:0005506	Glyma.01G135200
GO:0016036	Glyma.01G135500
GO:0005789	Glyma.01G136000
GO:0055114	Glyma.01G137100
GO:0016491	Glyma.01G137100
GO:0007275	Glyma.01G137200
GO:0016021	Glyma.01G137300
GO:0006888	Glyma.01G137300
GO:0005801	Glyma.01G137300
GO:0000139	Glyma.01G137300
GO:0009733	Glyma.01G137500
GO:0004857	Glyma.01G137700
GO:0042545	Glyma.01G137700
GO:0030599	Glyma.01G137700
GO:0005618	Glyma.01G137700
GO:0004857	Glyma.01G138000
GO:0042545	Glyma.01G138000
GO:0030599	Glyma.01G138000
GO:0005618	Glyma.01G138000
GO:0004857	Glyma.01G138100
GO:0042545	Glyma.01G138100
GO:0030599	Glyma.01G138100
GO:0005618	Glyma.01G138100
GO:0004857	Glyma.01G138600
GO:0016765	Glyma.01G139600
GO:0006412	Glyma.01G140102
GO:0005840	Glyma.01G140102
GO:0005622	Glyma.01G140102
GO:0003735	Glyma.01G140102
GO:0046872	Glyma.01G140200
GO:0006887	Glyma.01G140600
GO:0000145	Glyma.01G140600
GO:0046872	Glyma.01G141700
GO:0030001	Glyma.01G141700
GO:0008270	Glyma.01G142300
GO:0005975	Glyma.01G142400
GO:0004553	Glyma.01G142400
GO:0016192	Glyma.01G142600
GO:0006904	Glyma.01G142600
GO:0005524	Glyma.01G142700
GO:0003676	Glyma.01G142700
GO:0004386	Glyma.01G142700
GO:0005515	Glyma.01G142800
GO:0006396	Glyma.01G143200
GO:0006468	Glyma.01G143400
GO:0005524	Glyma.01G143400
GO:0004672	Glyma.01G143400
GO:0043565	Glyma.01G143500
GO:0006355	Glyma.01G143500
GO:0005634	Glyma.01G143500
GO:0003700	Glyma.01G143500
GO:0032012	Glyma.01G144200
GO:0005086	Glyma.01G144200
GO:0005515	Glyma.01G144500
GO:0008017	Glyma.01G144500
GO:0007018	Glyma.01G144500
GO:0005524	Glyma.01G144500
GO:0003777	Glyma.01G144500
GO:0005871	Glyma.01G144500
GO:0006457	Glyma.01G144800
GO:0003755	Glyma.01G144800
GO:0000413	Glyma.01G144800
GO:0032502	Glyma.01G144900
GO:0006351	Glyma.01G144900
GO:0005634	Glyma.01G144900
GO:0008168	Glyma.01G145300
GO:0003676	Glyma.01G145400
GO:0006414	Glyma.01G145400
GO:0005622	Glyma.01G145400
GO:0003746	Glyma.01G145400
GO:0003676	Glyma.01G145700
GO:0048046	Glyma.01G146000
GO:0016762	Glyma.01G146000
GO:0006073	Glyma.01G146000
GO:0005618	Glyma.01G146000
GO:0005975	Glyma.01G146000
GO:0004553	Glyma.01G146000
GO:0006468	Glyma.01G146100
GO:0004672	Glyma.01G146100
GO:0005524	Glyma.01G146100
GO:0007165	Glyma.01G146400
GO:0008270	Glyma.01G146500
GO:0005515	Glyma.01G146500
GO:0006468	Glyma.01G146600
GO:0004672	Glyma.01G146600
GO:0003824	Glyma.01G146600
GO:0055085	Glyma.01G146700
GO:0016021	Glyma.01G146700
GO:0008270	Glyma.01G146900
GO:0034968	Glyma.01G147300
GO:0018024	Glyma.01G147300
GO:0008270	Glyma.01G147300
GO:0005634	Glyma.01G147300
GO:0005515	Glyma.01G147300
GO:0003723	Glyma.01G147400
GO:0006355	Glyma.01G147600
GO:0003700	Glyma.01G147600
GO:0008289	Glyma.01G147800
GO:0005525	Glyma.01G148100
GO:0043531	Glyma.01G148401
GO:0006355	Glyma.01G148600
GO:0005634	Glyma.01G148600
GO:0005524	Glyma.01G148600
GO:0032502	Glyma.01G148600
GO:0006351	Glyma.01G148600
GO:0005515	Glyma.01G148700
GO:0006468	Glyma.01G149000
GO:0005524	Glyma.01G149000
GO:0004672	Glyma.01G149000
GO:0008168	Glyma.01G149300
GO:0035058	Glyma.01G149800
GO:0034464	Glyma.01G149800
GO:0008168	Glyma.01G150000
GO:0008152	Glyma.01G150000
GO:0055085	Glyma.01G150200
GO:0016020	Glyma.01G150200
GO:0006810	Glyma.01G150200
GO:0015171	Glyma.01G150200
GO:0003333	Glyma.01G150200
GO:0006351	Glyma.01G150500
GO:0005634	Glyma.01G150500
GO:0003700	Glyma.01G150500
GO:0043565	Glyma.01G150500
GO:0006355	Glyma.01G150500
GO:0006468	Glyma.01G150700
GO:0005524	Glyma.01G150700
GO:0004672	Glyma.01G150700
GO:0005515	Glyma.01G150800
GO:0006468	Glyma.01G151100
GO:0004672	Glyma.01G151100
GO:0016787	Glyma.01G151600
GO:0008270	Glyma.01G151700
GO:0005515	Glyma.01G151700
GO:0016161	Glyma.01G151800
GO:0000272	Glyma.01G151800
GO:0016747	Glyma.01G152000
GO:0005089	Glyma.01G152100
GO:0006468	Glyma.01G152200
GO:0005524	Glyma.01G152200
GO:0004672	Glyma.01G152200
GO:0006468	Glyma.01G152300
GO:0005524	Glyma.01G152300
GO:0004672	Glyma.01G152300
GO:0005515	Glyma.01G152300
GO:0055114	Glyma.01G152900
GO:0016614	Glyma.01G152900
GO:0050660	Glyma.01G152900
GO:0030117	Glyma.01G153200
GO:0016192	Glyma.01G153200
GO:0006886	Glyma.01G153200
GO:0055114	Glyma.01G153300
GO:0020037	Glyma.01G153300
GO:0016705	Glyma.01G153300
GO:0005506	Glyma.01G153300
GO:0003723	Glyma.01G153400
GO:0019843	Glyma.01G153400
GO:0005622	Glyma.01G153400
GO:0045156	Glyma.01G153500
GO:0019684	Glyma.01G153500
GO:0009772	Glyma.01G153500
GO:0005515	Glyma.01G154100
GO:0005515	Glyma.01G154200
GO:0016887	Glyma.01G154400
GO:0005524	Glyma.01G154400
GO:0016020	Glyma.01G154400
GO:0017119	Glyma.01G154450
GO:0006891	Glyma.01G154450
GO:0017119	Glyma.01G154501
GO:0006891	Glyma.01G154501
GO:0022857	Glyma.01G154600
GO:0016021	Glyma.01G154600
GO:0016787	Glyma.01G154700
GO:0005515	Glyma.01G154750
GO:0005856	Glyma.01G155300
GO:0008017	Glyma.01G155300
GO:0007018	Glyma.01G155300
GO:0005524	Glyma.01G155300
GO:0003777	Glyma.01G155300
GO:0005871	Glyma.01G155300
GO:0055114	Glyma.01G155400
GO:0016491	Glyma.01G155400
GO:0055114	Glyma.01G155500
GO:0016491	Glyma.01G155500
GO:0006468	Glyma.01G155600
GO:0004672	Glyma.01G155600
GO:0030246	Glyma.01G155600
GO:0046983	Glyma.01G155700
GO:0006508	Glyma.01G155900
GO:0004252	Glyma.01G155900
GO:0016747	Glyma.01G156000
GO:0055085	Glyma.01G156200
GO:0016021	Glyma.01G156200
GO:0003677	Glyma.01G156400
GO:0055114	Glyma.01G156600
GO:0016491	Glyma.01G156600
GO:0055114	Glyma.01G156700
GO:0050662	Glyma.01G156700
GO:0015936	Glyma.01G156700
GO:0004420	Glyma.01G156700
GO:0008270	Glyma.01G156800
GO:0005515	Glyma.01G157000
GO:0006508	Glyma.01G157200
GO:0004252	Glyma.01G157200
GO:0055085	Glyma.01G157300
GO:0016021	Glyma.01G157300
GO:0022857	Glyma.01G157300
GO:0008270	Glyma.01G157400
GO:0005515	Glyma.01G157400
GO:0016021	Glyma.01G157500
GO:0006952	Glyma.01G157500
GO:0055085	Glyma.01G157700
GO:0016021	Glyma.01G157700
GO:0006468	Glyma.01G157800
GO:0004672	Glyma.01G157800
GO:0006397	Glyma.01G157800
GO:0004540	Glyma.01G157800
GO:0016020	Glyma.01G157900
GO:0004970	Glyma.01G157900
GO:0003824	Glyma.01G158000
GO:0006470	Glyma.01G158000
GO:0004722	Glyma.01G158000
GO:0006468	Glyma.01G158200
GO:0005524	Glyma.01G158200
GO:0004672	Glyma.01G158200
GO:0030983	Glyma.01G158400
GO:0006298	Glyma.01G158400
GO:0005524	Glyma.01G158400
GO:0032300	Glyma.01G158400
GO:0007131	Glyma.01G158400
GO:0017176	Glyma.01G158500
GO:0005524	Glyma.01G158800
GO:0071816	Glyma.01G158900
GO:0006468	Glyma.01G159301
GO:0005524	Glyma.01G159301
GO:0004672	Glyma.01G159301
GO:0042578	Glyma.01G159400
GO:0052866	Glyma.01G159400
GO:0005515	Glyma.01G159500
GO:0016779	Glyma.01G159600
GO:0006396	Glyma.01G159600
GO:0003723	Glyma.01G159600
GO:0005634	Glyma.01G159700
GO:0005515	Glyma.01G159900
GO:0000042	Glyma.01G159900
GO:0009001	Glyma.01G160000
GO:0006535	Glyma.01G160000
GO:0005737	Glyma.01G160000
GO:0016998	Glyma.01G160100
GO:0006032	Glyma.01G160100
GO:0004568	Glyma.01G160100
GO:0003682	Glyma.01G160300
GO:0006468	Glyma.01G161600
GO:0004672	Glyma.01G161600
GO:0004518	Glyma.01G161700
GO:0005515	Glyma.01G161700
GO:0003676	Glyma.01G162000
GO:0003824	Glyma.01G162100
GO:0005515	Glyma.01G162100
GO:0006366	Glyma.01G162200
GO:0005665	Glyma.01G162200
GO:0003677	Glyma.01G162200
GO:0006351	Glyma.01G162200
GO:0003899	Glyma.01G162200
GO:0055114	Glyma.01G162700
GO:0016491	Glyma.01G162700
GO:0008152	Glyma.01G162800
GO:0008270	Glyma.01G162900
GO:0005515	Glyma.01G162900
GO:0006508	Glyma.01G163000
GO:0004190	Glyma.01G163000
GO:0055114	Glyma.01G163100
GO:0020037	Glyma.01G163100
GO:0006979	Glyma.01G163100
GO:0004601	Glyma.01G163100
GO:0043565	Glyma.01G163500
GO:0006355	Glyma.01G163500
GO:0003700	Glyma.01G163500
GO:0008270	Glyma.01G163600
GO:0005515	Glyma.01G163600
GO:0006511	Glyma.01G163900
GO:0042147	Glyma.01G164100
GO:0030904	Glyma.01G164100
GO:0015031	Glyma.01G164100
GO:0008565	Glyma.01G164100
GO:0007264	Glyma.01G164200
GO:0005525	Glyma.01G164200
GO:0055114	Glyma.01G164600
GO:0020037	Glyma.01G164600
GO:0006979	Glyma.01G164600
GO:0004601	Glyma.01G164600
GO:0055114	Glyma.01G164700
GO:0020037	Glyma.01G164700
GO:0006979	Glyma.01G164700
GO:0004601	Glyma.01G164700
GO:0007165	Glyma.01G164800
GO:0000155	Glyma.01G164800
GO:0000160	Glyma.01G164800
GO:0008270	Glyma.01G165000
GO:0004553	Glyma.01G165000
GO:0005975	Glyma.01G165000
GO:0004559	Glyma.01G165000
GO:0015923	Glyma.01G165000
GO:0006013	Glyma.01G165000
GO:0008540	Glyma.01G165100
GO:0006511	Glyma.01G165100
GO:0016021	Glyma.01G165200
GO:0006952	Glyma.01G165200
GO:0005515	Glyma.01G165900
GO:0005509	Glyma.01G166100
GO:0055114	Glyma.01G166200
GO:0016491	Glyma.01G166200
GO:0005515	Glyma.01G166400
GO:0016773	Glyma.01G166400
GO:0006355	Glyma.01G166600
GO:0003677	Glyma.01G166800
GO:0009733	Glyma.01G167000
GO:0006412	Glyma.01G167300
GO:0005840	Glyma.01G167300
GO:0005622	Glyma.01G167300
GO:0003735	Glyma.01G167300
GO:0006355	Glyma.01G167900
GO:0003677	Glyma.01G167900
GO:0033177	Glyma.01G168000
GO:0015991	Glyma.01G168000
GO:0015078	Glyma.01G168000
GO:0005515	Glyma.01G168100
GO:0006468	Glyma.01G168100
GO:0005524	Glyma.01G168100
GO:0004672	Glyma.01G168100
GO:0008017	Glyma.01G168200
GO:0007018	Glyma.01G168200
GO:0005524	Glyma.01G168200
GO:0003777	Glyma.01G168200
GO:0005871	Glyma.01G168200
GO:0008270	Glyma.01G168500
GO:0005622	Glyma.01G168500
GO:0005515	Glyma.01G168900
GO:0003677	Glyma.01G168900
GO:0005515	Glyma.01G169000
GO:0055114	Glyma.01G169200
GO:0020037	Glyma.01G169200
GO:0016705	Glyma.01G169200
GO:0005506	Glyma.01G169200
GO:0043565	Glyma.01G169400
GO:0008270	Glyma.01G169400
GO:0006355	Glyma.01G169400
GO:0003700	Glyma.01G169400
GO:0005515	Glyma.01G169500
GO:0006355	Glyma.01G169600
GO:0005634	Glyma.01G169600
GO:0003700	Glyma.01G169600
GO:0046983	Glyma.01G169600
GO:0003677	Glyma.01G169600
GO:0055114	Glyma.01G169800
GO:0050660	Glyma.01G169800
GO:0016491	Glyma.01G169800
GO:0003824	Glyma.01G169800
GO:0051539	Glyma.01G169900
GO:0009451	Glyma.01G169900
GO:0003824	Glyma.01G169900
GO:0051536	Glyma.01G169900
GO:0055114	Glyma.01G170000
GO:0020037	Glyma.01G170000
GO:0016705	Glyma.01G170000
GO:0005506	Glyma.01G170000
GO:0030246	Glyma.01G170200
GO:0005975	Glyma.01G170200
GO:0004553	Glyma.01G170200
GO:0045454	Glyma.01G170300
GO:0015035	Glyma.01G170300
GO:0006662	Glyma.01G170300
GO:0022857	Glyma.01G170502
GO:0016021	Glyma.01G170502
GO:0008168	Glyma.01G170800
GO:0045454	Glyma.01G170900
GO:0015035	Glyma.01G170900
GO:0009055	Glyma.01G170900
GO:0043531	Glyma.01G171000
GO:0055114	Glyma.01G171100
GO:0020037	Glyma.01G171100
GO:0006979	Glyma.01G171100
GO:0004601	Glyma.01G171100
GO:0005524	Glyma.01G171300
GO:0005524	Glyma.01G171400
GO:0008168	Glyma.01G171600
GO:0005975	Glyma.01G171900
GO:0004553	Glyma.01G171900
GO:0006796	Glyma.01G172400
GO:0005737	Glyma.01G172400
GO:0004427	Glyma.01G172400
GO:0000287	Glyma.01G172400
GO:0050662	Glyma.01G172700
GO:0003824	Glyma.01G172700
GO:0050662	Glyma.01G172800
GO:0003824	Glyma.01G172800
GO:0050662	Glyma.01G172900
GO:0003824	Glyma.01G172900
GO:0009058	Glyma.01G173050
GO:0003824	Glyma.01G173050
GO:0005515	Glyma.01G173100
